low_bandwidth,high_bandwidth,use_extrapolate,use_interpolate,name,DEVICE,GRANGE,SR,RPM,N,mean,sd,se,cv,SERIES
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,MAT2C47090050,3,30,4,25,10442.1464935134,82.3466251443077,16.4693250288615,0.00788598639134788,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,MAT2C47090050,3,30,5,25,5275.94501542234,56.8304701147856,11.3660940229571,0.010771619103054,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,MAT2C47090050,3,30,6,25,4923.28187579556,1034.51609634998,206.903219269995,0.210127334255629,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,MAT2C47090050,3,30,7,19,1223.90857127065,434.055575949707,99.5791784971115,0.354647059542263,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,MAT2C47090050,3,30,8,25,1469.64042338903,898.893524667103,179.778704933421,0.611641807316534,MAT2C47090050: 30Hz, 3g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,Nexus 4,4,50,1,18,4837.98974326581,49.2976511712241,11.6195678132472,0.0101896973303516,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,Nexus 4,4,50,2,18,12111.1202898003,47.6160302934182,11.22320597122,0.00393159585191467,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,Nexus 4,4,50,3,18,12393.4756526307,97.0598534927704,22.8772268619036,0.00783152815345777,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,Nexus 4,4,50,4,18,10197.0088884276,147.090833865435,34.6696420255444,0.014424900034398,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,Nexus 4,4,50,5,18,7895.67459981151,570.891513854315,134.56042025608,0.072304336588028,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,Nexus 4,4,50,6,18,9035.07459426386,769.643743772594,181.406770106468,0.0851839944145256,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,Nexus 4,4,50,7,18,17384.9744103037,1520.21882239843,358.31901273512,0.0874444095527362,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,Nexus 4,4,50,8,18,16653.7975597239,4117.50652069366,970.505594120771,0.247241297723684,Nexus 4: 50Hz, 4g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1C32140067,16,100,1,31,5154.50819162931,61.1676317494157,10.9860309746164,0.0118668221051136,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1C32140067,16,100,2,31,12866.2251219149,115.987424374468,20.8319563860841,0.00901487602427446,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1C32140067,16,100,3,25,13146.4997091557,46.5237077811092,9.30474155622184,0.00353886652800126,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1C32140067,16,100,4,25,11004.0473028281,250.115134160367,50.0230268320735,0.0227293764991439,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1C32140067,16,100,5,25,8177.09690664609,165.553929150906,33.1107858301813,0.0202460519963203,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1C32140067,16,100,6,25,8779.77895966316,165.065073834671,33.0130147669341,0.0188005956178427,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1C32140067,16,100,7,19,24379.3883650727,288.99172942894,66.2992496894631,0.0118539368216048,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1C32140067,16,100,8,25,44521.0691480852,3520.21552243527,704.043104487054,0.0790685306933306,TAS1C32140067: 100Hz, 16g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1E23150139,8,60,2,19,0,0,0,NA,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1E23150139,8,60,3,19,6.31578947368421,18.9181060585383,4.3401111848607,2.9953667926019,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1E23150139,8,60,4,19,2018.60934420524,5280.06888630494,1211.33087843877,2.61569624725174,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1E23150139,8,60,5,19,22298.5904512122,71.6526703674616,16.4382499561366,0.00321332734121615,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1E23150139,8,60,6,19,8601.6346547929,10422.7868741838,2391.15129971734,1.21172164274335,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1E23150139,8,60,7,19,40520.9594408723,193.163407004845,44.3147247749546,0.00476699983589251,TAS1E23150139: 60Hz, 8g
0.25,2.5,TRUE,TRUE,Actigraph count algorithm,TAS1E23150139,8,60,8,19,8124.18952201316,14236.2848220037,3266.02773003031,1.75233292914072,TAS1E23150139: 60Hz, 8g
